origin,dest,passengers,fare,season
PHX,SBP,57.1,290,liipkhfjojn
IAH,RNO,57.0,357,rkijgogimlk
AZA,BZN,57.0,78,nhfhlmglyek
CLT,MDT,57.0,312,hioolieklml
LAS,PIA,57.0,164,oikpjmgjmhj
CLT,MSN,56.9,295,plkolq9fglm
JAX,TYS,56.9,148,jjknllfilmn
GRR,RDU,56.9,185,tvprmlcbddf
AZA,MSO,56.8,96,lfcnotgjpkf
DEN,TVC,56.8,284,YIslc96767k
CLE,MYR,56.8,125,/Rn957457kn
ROC,SJU,56.7,249,ojfhhmnqjjj
FCA,LAS,56.7,149,sjkmikgikkj
DEN,JAC,56.7,287,rrqkbhjpkbg
OMA,PDX,56.7,288,vqpnhkbagjn
HTS,SFB,56.7,63,xifliqefjim
ECP,LGA,56.6,334,iicdlpcjqwp
LAS,RAP,56.6,150,nijmgrgimkk
PSM,SFB,56.6,88,midkkjdufxh
DCA,ONT,56.6,312,kklkjlfinmo
PBI,STL,56.5,312,eeeefifnRlk
JAX,RIC,56.5,234,monqnjagghn
MSP,ORF,56.4,343,ttonhkachhm
ABQ,PHL,56.4,326,njnwjkcfhkl
ABE,FLL,56.4,112,oi3mlqinrik
ATL,MYR,56.4,262,snmlghciiln
BUF,MDW,56.4,206,yBunjg65eel
PGD,TOL,56.4,117,f30ghrkwJpl
MDW,ORF,56.3,220,DBpphi7adeg
DTW,PIT,56.3,293,jknpjjdmkkk
BTR,IAH,56.3,278,fjlpkjhnkkk
AZA,BLI,56.2,113,ohiogmdkslh
IAH,MDW,56.2,126,ilpzCo9hja3
OKC,STL,56.2,268,knoppifmgfg
DCA,MYR,56.2,223,prmnjlaeijm
DAB,JFK,56.2,166,22222yrtBAK
BDL,IND,56.1,286,mlnqijadiqm
DAL,TUL,56.1,196,gnqpjkelhkk
IDA,SEA,56.1,225,opmkilfjhjl
GRR,PHL,56.0,322,ponplhbfghq
BNA,XNA,56.0,194,okoqfbaknon
MDW,SDF,56.0,186,ptsrkl7cghi
SDF,SRQ,56.0,161,mc8bfplmqst
SAN,SDF,56.0,332,mhnrilejilk
CHS,MDW,55.8,221,suqrhf5ajkm
DFW,PWM,55.8,339,Jyvqabb89bo
LAS,SHV,55.8,162,nlinjlgikjm
CAK,TPA,55.8,136,pifiikdlunj
LAS,PSP,55.8,237,cabolmkoqsn
GSP,PHX,55.8,362,gelomjgmmml
GEG,ONT,55.7,245,rrmlkoeffhh
BOI,HNL,55.6,392,mffhjmmmrim
DFW,ILM,55.6,357,qjhlkmbfkoq
LGA,TUS,55.6,371,ghkojmilkmm
FAT,LAX,55.6,237,klkrkjikjhj
AUS,COS,55.5,223,qnkmkmfigik
BUR,JFK,55.5,261,EFAw454348H
SBA,SLC,55.5,311,nmjlilhokih
HOU,PVU,55.4,98,tihjlrihgkj
BTV,EWR,55.4,247,mpruhkegffi
BDL,STL,55.4,284,noprjkadgkn
ONT,PHL,55.3,331,mkjikqefjlq
OMA,SAT,55.3,273,ijlpijdplmk
BDL,RIC,55.3,144,rrismkbdgfn
AUS,BUF,55.2,281,srsphjacegn
MEM,SLC,55.1,381,mkimgpglrek
BUF,PHL,55.1,326,opppjjdejjk
RIC,SLC,55.1,364,qjlmfkeimkp
ABE,ATL,55.1,360,mllomobgjkl
BTV,IAD,55.1,260,qngngkgnofh
HSV,LAS,55.1,280,pjimlkgikkl
MCO,PVU,55.1,164,hebkuvljjjj
IAG,PIE,55.0,82,slfihifqqlh
BGR,DCA,55.0,301,xIqrec7bbem
CHO,ORD,55.0,271,ihkrolbfkno
MIA,ROC,55.0,241,gifflkntokj
BDL,SLC,54.9,360,oonnfhelkjl
MSP,SYR,54.9,286,Owmmgg99bej
MSP,XNA,54.9,366,lonojhbfion
RDU,SNA,54.9,366,pmkkgkgjkjl
LAS,PBI,54.9,436,gglqkjklmkj
CLT,DSM,54.8,336,poknkkbeimn
SJU,SLC,54.8,427,kebfhnrooqj
BHM,FLL,54.8,245,Ctqiffeggfi
DFW,MDT,54.8,432,jhjmmkdllom
SDF,SEA,54.8,349,ystmdf9cejp
MKE,SJU,54.8,268,ghefhkqnukl
ELP,MDW,54.8,243,yurplsaab9e
LGA,SNA,54.8,341,hpkllngehpk
BUR,RDM,54.7,153,stpiikdihhh
IAH,SJC,54.6,336,Dwvrp85868w
CLT,STT,54.6,449,uf6bjpkloqo
CAE,PHL,54.6,314,ggfnmjdknsq
DSM,PHL,54.5,252,wqprffabcgu
BUF,SLC,54.5,290,rlCvbb9bbfy
DFW,KOA,54.5,520,ohffgqnlvam
AUS,PSP,54.5,297,99cjlnovtqh
BIS,LAS,54.5,157,ljgljrhinli
LGB,STL,54.4,256,Buryceecddf
PHL,SJC,54.3,262,qslijiejhho
GRR,PBI,54.3,189,899mmrovupb
DCA,GSO,54.3,235,keisnifllll
LAX,PSC,54.2,199,nmknktfgfij
ANC,GEG,54.2,344,ztljfjcgfim
ROC,SFO,54.2,376,oolkjlgggio
AUS,SAV,54.2,297,lhmnmkbgnmn
ATL,CHO,54.2,312,jhjrojdjjml
DSM,SAN,54.2,268,ytilggghjgi
GRR,ORD,54.2,219,nmqpgigghin
BNA,ELP,54.1,288,lljnineijjo
LAS,SBN,54.1,163,lijlljhklml
ONT,STL,54.1,287,tkliloefijm
LCK,SRQ,54.1,87,qggpnnghnhh
CAK,FLL,54.1,113,h722kwuvyug
MCO,SBN,54.1,181,jhjkhmlknnk
DFW,JAC,54.1,418,Aurh8kejj8l
DFW,MTJ,54.0,285,Evnd8jhnp9e
CLT,XNA,54.0,341,jhlomjdjmmn
SFB,XNA,54.0,84,zgfkhtgflen
CLT,TUL,53.9,291,likonndgiln
HOU,SDF,53.9,250,pjlsjj7fkno
IAD,PIT,53.9,216,khnpnjdimkj
MFR,PDX,53.9,183,lnmnjkgjjij
RIC,SJU,53.8,267,ifbdfljlstu
LIH,ORD,53.8,520,kjfgepnmshl
MCO,RSW,53.7,156,8ccikmnBwme
GUM,HNL,53.7,1436,mjigfmkknkq
MFR,SFO,53.7,211,ppooiifghil
LIH,MSP,53.6,504,bbaedjEwGgc
MCI,SJC,53.6,291,qlkmikfiill
LAS,MSO,53.6,145,jkgjjqijmjl
SDF,SFB,53.6,74,yhkrjidghjk
CVG,MCI,53.5,307,kmoqihbijnm
BNA,MDT,53.5,194,opdegn9lpoq
ORF,STL,53.5,262,vqmkhjaehjo
HNL,IND,53.5,521,lhiphmgjokl
IAH,SGF,53.5,254,okiolkhkjij
AVL,DFW,53.4,379,qlkpmjaejko
IND,ONT,53.4,309,sjgmisffgml
BOS,PSP,53.4,458,bbcljnktxqg
MIA,TYS,53.3,307,eddhruvqgfj
MDW,PNS,53.3,198,Epjhcd9ayoi
ABQ,JFK,53.2,236,KJzB563446u
DAL,SAV,53.2,219,nlknkk8bnkt
SAN,TYS,53.2,334,njkmijeiolm
CMH,SNA,53.2,332,ynmjghfilfk
CLT,MHT,53.2,285,rnrnmq8behm
HVN,JAX,53.2,80,mpflllehqod
ASE,DFW,53.1,456,urjearqqu65
DCA,XNA,53.1,374,kgmkkmbhonp
BUF,SEA,53.1,346,ELqkbe78ado
DFW,PIA,53.0,309,lilmklekjkn
BNA,FSD,53.0,150,nmlojjemihl
RSW,SAN,53.0,397,gdfhnpkqnoi
MEM,SFO,53.0,395,kilpmlehjlo
DCA,LEX,52.9,248,ljnpljchknj
DTW,PVD,52.8,348,ptspmh9aejm
BNA,GSP,52.8,282,jjlkjgbkoqp
JAN,MCO,52.7,287,jdhqmlknjim
CAK,ORD,52.7,218,kkkqkmfhijo
COU,ORD,52.7,209,eejtpkcjlno
EYW,PIT,52.6,170,ki7lkllonlo
GRR,SFO,52.6,364,urmmhlbeghn
GEG,SJC,52.6,235,rqlkiicijlk
BUF,PBI,52.5,230,ihfgmlhqqoh
BZN,MCO,52.5,328,rlkfenijtfj
PHX,SGU,52.5,194,fffnmjjnppk
OKC,PDX,52.5,297,uqooijbdhhn
ALB,DTW,52.4,318,qrnpjkceehn
EGE,ORD,52.4,339,9c944vASO64
MHT,RDU,52.4,138,pplnrnbdhii
SNA,TUS,52.4,211,ddehhmovtog
MKE,MSY,52.3,264,ohjrihfklnk
PIE,SWF,52.2,94,jigqolglmlh
MDW,OKC,52.2,227,ttspfe9bhlm
DFW,FWA,52.2,342,lijnmkgihmo
MEM,SAT,52.2,274,jiknlieklkq
CHS,PBI,52.1,178,fgegigiqstn
LGA,RNO,52.1,324,isrlhhjjekk
COS,SLC,52.0,269,ilmnjlhkjmj
PHL,STT,52.0,467,gf69enuAwof
DTW,OKC,52.0,315,nlBjgjcfgio
IAD,SBN,51.9,177,nmlnjkcgjpm
FLL,ILG,51.9,91,hhdchlekqsB
IAH,MOB,51.9,273,jklpkihkjjm
GRR,SLC,51.9,330,rnpngjekifl
DEN,MFR,51.9,234,tronijbdfho
LAS,MLI,51.9,151,ljkmihikmnj
DCA,ILM,51.8,304,nnmqhjcgkkn
BOS,OGG,51.8,627,jpffemkthrk
MCI,SAV,51.8,276,qkkmlg9flnq
ILG,SJU,51.8,134,kj0cipirzon
FLL,SAV,51.8,141,99akrzqmljl
AUS,MFE,51.8,183,binrnigmllk
CVG,EYW,51.8,181,jhhjlmlnlim
CVG,SAT,51.7,306,iikqijeioml
CLT,PNS,51.7,309,kiipjkchlrm
AMA,IAH,51.7,263,jmnnmjfjiil
BLI,OAK,51.7,83,Cnlihofhhff
DTW,SJC,51.7,349,rFokgjbeddl
ANC,SAN,51.6,384,Dxkfdicehgo
EYW,MCO,51.6,108,kifhgkllpqm
DTW,HOU,51.6,222,nshkiteggjj
IAD,STL,51.6,333,lklilnehjmn
ALB,AUS,51.6,325,qmlrjlbegio
DFW,FAR,51.6,333,olkningfhln
RIC,SAT,51.5,312,mjhniofhlmm
ELP,SLC,51.4,254,jjjjjmgljnp
BOI,IAH,51.4,312,ollkijhjlim
DTW,ONT,51.3,340,lkhlkodgimr
LEX,LGA,51.2,322,oooolj9dgmo
ECP,HOU,51.2,218,Crilda5bmmx
HNL,PPG,51.2,729,qmigeojgkmm
CHS,RSW,51.2,181,ieglnkhnloo
IAH,SYR,51.1,286,mlklilgikjn
EWR,RNO,51.1,416,ouojeggjjil
AUS,BZN,51.1,286,Bpnhcjejkdk
ROC,SRQ,51.1,195,ecabedcxHzo
ORF,RSW,51.1,195,lhfkkrhjnmj
PBI,ROC,51.0,250,gfefmmlpvnh
SBN,SRQ,51.0,119,i62llrktymm
DAL,LIT,51.0,200,kmnlkmelgjl
TPA,TUL,51.0,281,khjmmngljkm
AUS,GEG,50.9,292,unknilcfjjl
HPN,MYR,50.9,127,stovmpbaack
HOU,MIA,50.9,206,Crolgh89kio
DAL,PNS,50.9,219,Mqkgfe9bhhr
DFW,FCA,50.9,385,OBue8gace8l
CLE,JAX,50.9,284,qolmijehjkl
MSY,SDF,50.8,265,lhmqhieknok
FAT,MCO,50.8,318,oggfjmkmlmm
DTW,OGG,50.8,621,kfbfgplsuji
BOI,BOS,50.7,372,tqqqgh9ceip
BMI,SFB,50.7,83,vffoipifkhl
BDL,VRB,50.7,142,jfcdelgsuvj
PUW,SEA,50.7,198,illnjqgmjkg
DTW,RNO,50.7,359,qoljdgeilms
SAT,SDF,50.6,287,mjnrhidkink
ATL,JAC,50.5,546,Asvb5phrg5h
CAK,LAS,50.5,195,khkjmkhlokk
MSY,ONT,50.5,284,jchkkkhrmqk
MFR,SNA,50.5,132,lfbqmpijjol
LAS,RDM,50.5,223,nihkikfimpo
RNO,SJC,50.5,192,gnkmpteoiff
MDW,TUS,50.4,268,hhgmmngkqmk
LAX,LIT,50.4,302,Clhkimdggil
BNA,FAR,50.3,155,llrmhifiimm
KOA,ORD,50.3,650,mgceftpmwfi
BUF,JAX,50.3,235,pmjlhhgiknn
AUS,PVD,50.3,257,qonrijddfim
ABQ,SNA,50.3,251,lllqhnfhljj
DFW,SAF,50.2,346,okloimfkkih
DEN,LBB,50.2,230,monqjhcjjjk
LAL,SJU,50.2,117,li0ehj8vzst
MDW,MYR,50.2,208,Hspmjj9ggae
CLT,RIC,50.2,377,jjlokjelnmk
BUF,IAD,50.1,219,vtoljhaafis
FNT,LAS,50.0,113,jkkljjilnin
DTW,PWM,50.0,346,xzytge78abn
MKE,SMF,50.0,301,vqmmilbfghm
PSP,SJC,50.0,226,222kllntzCp
PNS,RDU,50.0,190,pkikjldjjlp
FLL,ILM,50.0,158,ijgjmwphhhi
PHL,TUS,50.0,345,khilmnhimmk
IDA,SNA,50.0,130,lmllkjjjjhm
DFW,SBN,49.9,371,lkorokbggjm
BUR,HOU,49.9,262,ollmuydehda
DSM,EWR,49.9,191,utqpkw78adl
BWI,COS,49.8,309,wrqqindgcde
ABE,SRQ,49.8,101,ljikkoflkmk
PDX,SBP,49.8,223,mmjnjkehinn
HOU,MKE,49.8,206,uniplnehjfg
ABQ,LGB,49.7,209,zmqAooba9bc
RNO,TPA,49.7,332,pihgemimtjj
DFW,ROC,49.7,283,jihlknfklmo
ABQ,DTW,49.7,317,nunshk9dijk
ABE,ORD,49.7,292,iknnlmdhljn
ALB,SAN,49.6,347,vsjmjjdgejj
LAS,MYR,49.6,334,ljppggejkml
DEN,LEX,49.6,294,nnmmimegijn
DCA,TLH,49.6,344,hhimmmemmmm
AZA,EUG,49.6,79,pjijipfipik
CLD,PHX,49.6,206,lmmnkghjkkl
OMA,PIE,49.5,91,Db0jkrjilis
BTV,RDU,49.5,193,uplngieghkl
SDF,SLC,49.5,334,nkpmeiemjml
EWR,OGG,49.4,637,myeegqkgimh
MAF,MCO,49.4,284,vigijodhiom
MCI,SRQ,49.4,276,kgdfgggmspx
AUS,TUS,49.4,287,fehnnlglopm
EVV,SFB,49.3,68,khhsgnhgikr
BWI,LGB,49.3,230,wwszmna899d
CMH,SMF,49.3,316,pnqokicdijl
DEN,IDA,49.3,224,rqliinfigfm
ANC,BOS,49.3,463,LHmfcf89dco
PHL,RNO,49.3,354,tulgfgfjjjk
AUS,PVU,49.2,85,nijlmpgjikk
IAD,SRQ,49.2,119,mc3mntilnnl
ATL,BUR,49.1,446,ljlklpeiklk
OMA,SRQ,49.1,163,987mjkosutn
MKE,PDX,49.1,308,wurnhjabehk
HOU,ORF,49.0,243,tpkmjnfdjjg
DEN,VPS,49.0,265,nljmfibgmiz
DSM,PDX,49.0,219,KAssbb78bbn
ALB,SEA,49.0,383,AGpkdhaaben
DSM,RSW,48.9,216,6879jpuzzrj
RIC,STL,48.9,269,omknkicghmp
HNL,RNO,48.9,425,jhgmglilroi
CMH,ORF,48.9,185,xtppiiacden
FAT,MSP,48.9,307,rqnnekddjkm
EYW,IND,48.8,202,l77lesnspom
GSO,LAS,48.8,337,khqlkjkhlil
GRR,PDX,48.8,274,OBnjef99acm
MKK,OGG,48.8,113,lilkklmmfil
MSN,SEA,48.8,326,osqnmgbdeiq
ALB,CHS,48.8,179,nqilihdiinp
AZA,OMA,48.8,94,ligkkpijllk
AVP,ORD,48.7,249,ooommkcfikl
FCA,ORD,48.7,302,RQBg5c7a95e
ELM,PIE,48.7,92,ljgplldmjnk
MDT,PHX,48.6,291,hfjljmilomm
CHS,SAT,48.6,313,mjlmkmehknm
SFO,TYS,48.5,379,onlnhjdfklo
OAK,SAT,48.5,232,njinkmfimkj
FSD,PIE,48.5,108,k80kjtkszll
HPN,RDU,48.5,128,ookjgjdefkz
CVG,SNA,48.4,351,kimlhifhjps
ISP,RDU,48.3,137,mngifgeimqv
JFK,OGG,48.3,667,qxghelgggol
MKE,SAT,48.3,283,omknjldiljj
DSM,SEA,48.3,329,Azokejabchn
AZA,STC,48.3,128,k40ikijDLjg
ONT,RDU,48.3,296,nkiiknfglnn
BNA,PGD,48.2,74,iigikpfkvhl
SLC,XNA,48.2,340,kihnkmejlmp
ATL,FAT,48.1,345,qjjmjlchilp
IAH,JAN,48.1,257,jmoqkjgmihi
MSN,SAN,48.1,318,lnkmkjfhmkl
CLE,HOU,48.1,213,oplmjmdfphi
OKC,SFO,48.1,326,nmmokkdfkjm
MCO,SWF,48.1,126,qvikjjfhhhl
HGR,SFB,48.1,72,qkhmkpgjjik
EUG,SLC,48.0,286,ommlimehill
TYS,VPS,48.0,85,MrpG3222ijv
ATW,MCO,48.0,225,ac9bb9ozCvu
BNA,ILM,47.9,177,vonnnnejcfd
HVN,ILM,47.9,67,owqnpkabdhj
DCA,JAN,47.9,340,lflnihdkonp
AUS,GSP,47.8,297,hilrmjdhipn
BGR,LGA,47.8,270,GSrmea6879l
BNA,TUS,47.8,306,ghjnlogkmnk
ASE,LGA,47.8,574,qsjc8jrCt95
AVL,SRQ,47.8,78,nljrkkchklj
ACK,HPN,47.8,402,//zj431114f
DEN,GJT,47.8,242,ghjnlsjmjji
CLT,ORF,47.8,348,jknoigfkllm
CID,MCO,47.8,265,eghiihqtmpj
ATW,BNA,47.7,135,qqpomi67imp
FSD,SFB,47.7,103,tb0jjnkqslo
ECP,MDW,47.7,217,pqneab88Euq
AUS,OGG,47.6,499,ylffjnffker
ISP,VRB,47.6,140,efclmmlosoh
BWI,OKC,47.6,274,plnqijadjjp
BNA,IND,47.6,271,ikpmjgbklop
MIA,TUL,47.6,296,kdcgjjknplv
DEN,PSC,47.6,256,rnoljkdfhhn
CHS,PWM,47.6,176,yvkkhfbdgip
CLT,LIT,47.5,323,mjjnkmfikkn
SAN,SAV,47.5,364,mgklmlfhmkm
SAT,SJC,47.5,288,nlkkkmfjljk
ATL,SGF,47.5,357,ojmlijfijnl
EGE,EWR,47.4,503,45433xMYP65
BWI,TUS,47.4,321,gfhmmpfjolm
ACK,BOS,47.4,230,QVAj685659h
BTV,MSP,47.4,273,OzqAbc9ab9d
CLT,VPS,47.4,249,qnlrif8chtp
RDU,SJC,47.4,329,mmlmkkefjjr
OMA,RDU,47.3,267,rmlpknbehil
ROC,SEA,47.3,325,AAojfiaachn
AUS,MSN,47.3,268,jkjqkkfhjnm
IDA,LAS,47.3,126,kkikkqikkik
IAD,PVD,47.3,260,ttsqgi99eip
MCI,ORF,47.2,289,uonmhkadihp
PGD,USA,47.2,61,fjgiryhifjm
DFW,STT,47.2,468,Jgacfhehtft
PIE,SDF,47.2,72,rknqjihhgkh
AZA,FNT,47.2,109,jhhjlmhluij
AVL,DCA,47.2,302,oopsjfahijn
MSY,OKC,47.2,268,kfiqojfklok
BWI,JAN,47.2,234,rlloquchcff
BIS,MSP,47.2,314,jkmomogihkj
MSP,PVD,47.1,262,NMnkdb899dh
MLB,PIT,47.1,92,ni3kmsilmno
BNA,SFB,47.1,67,njhhjrghphn
ATW,RSW,47.1,184,4434cmrKRtg
ROA,SFB,47.1,62,mjimnojkhgl
CRW,MCO,47.0,182,mhihmkjknll
SBD,SFO,47.0,85,jjhkjjlknkn
OMA,RSW,47.0,320,gdcgiolvvjk
BWI,SNA,47.0,343,pojjiofgkmj
ABQ,MSY,47.0,268,ieiqjmeokol
PNS,SEA,47.0,373,trmielaeens
ATL,VPS,46.9,268,qmmoffbiinp
ORF,PBI,46.9,207,plgillilmmf
SFB,TRI,46.9,54,tijxhjcfiho
HNL,MIA,46.8,567,tmhghkjglio
CAK,PIE,46.8,65,tohljjgifho
CID,DCA,46.8,315,lkioikbgmnr
ASE,SFO,46.8,391,spib7orGr75
BDL,MCI,46.8,313,qmntjmachkl
LIT,MIA,46.7,248,mkjjmjjmjjk
CHA,SFB,46.7,52,mnirqpdffgj
AVL,MSP,46.7,213,wkkqj9699qH
MCI,TUS,46.6,293,eejmmlhpqkk
JAX,MEM,46.6,296,kllmpjegjjo
FLL,MHT,46.6,203,565arvtCwqb
ATL,PSP,46.6,483,88bgnnpuwtf
FWA,SRQ,46.6,123,h42mlqktAll
ORF,SLC,46.5,357,rnmjfkehmjn
PGD,SWF,46.4,87,fjikmrjnmhi
PHX,PWM,46.2,318,rpsrfgbfgjl
JAX,MDT,46.2,145,or9bgo7mrtp
BHM,SAN,46.2,359,likoljfinlk
BMI,PIE,46.1,76,knljkrfjmgl
DEN,ILM,46.1,304,wokkhjeffiq
LGA,SEA,46.1,288,tLnjgfedcig
CID,FLL,46.1,146,lb56fptvroq
AVP,TPA,46.0,152,iibnloimnmk
ASE,IAH,46.0,445,Dpjc6uoqt56
BHM,RDU,46.0,298,kknpmieijlk
BDL,SAT,46.0,323,lklrjlffkll
ORF,PHL,45.9,349,moopihdgilm
LBB,PHX,45.8,280,ifhvjihljnm
AUS,HOU,45.8,228,iprvihgmgfe
PIT,SNA,45.8,359,lolphkfikkh
PIT,PVD,45.8,168,pqpqmi8ehlg
GTF,LAS,45.7,125,ijhhhrjkoin
BGR,MCO,45.7,178,ijmkijhqope
OKC,VPS,45.7,174,/Cec7657bcy
CHA,PIE,45.7,54,ukgmljdhkjn
FLL,OKC,45.6,309,mggilomimim
ABQ,SJC,45.6,251,mmnpkofgfik
BOS,JAC,45.6,465,syqc7gjwl7i
PVD,SAV,45.6,167,ljhkjj7inxn
DTW,EYW,45.5,352,8a7dltsyvmh
CMH,PBI,45.5,307,fegjjlkntnl
SFB,TOL,45.5,88,h70jivioEmo
ATL,ROA,45.5,325,hlmrlhdikml
CHA,MCO,45.5,271,vptmhggghei
ALB,SFB,45.5,84,um0lhlfplrj
BHM,SAT,45.5,289,lkjpljfikll
BOS,TUL,45.5,312,qnpykia9fhm
ALB,MDW,45.4,224,yCurli77bcf
PHL,RIC,45.4,345,kjnqihfkmmk
LAS,MOT,45.4,128,mjgljpgipli
HNL,ORF,45.4,633,olihhlmhjnm
DEN,MRY,45.4,302,omjmkjfijkm
LAS,VPS,45.3,298,Aofjgghehkp
SFB,TUL,45.3,72,jikolmhjhjn
STL,VPS,45.3,236,Munlb97akgo
ORD,SBA,45.3,338,jijiggcfhxC
AUS,PNS,45.3,249,mjhiedbfsrz
ABQ,STL,45.3,261,lnrujibdijm
SMF,TUL,45.2,281,qlkolkeejio
SAV,SFO,45.2,419,sjlmkhcglnl
DTW,ELP,45.2,355,lnkkjqehjkk
OKC,RDU,45.2,300,nkklmpdghjp
SJC,TPA,45.2,308,olilinggiln
MSY,SJC,45.2,284,idloimcolrk
OKC,SNA,45.2,284,plknimhgiim
GEG,OGG,45.2,406,ddbemmpyqpf
RNO,SAT,45.1,301,qlkigmghmph
MCI,RNO,45.1,306,urmmfgdfjkl
JAX,MKE,45.1,270,nmjlilfimll
SEA,XNA,45.1,357,qsrlhjbegho
ATL,BTV,45.0,355,onnsiochgfl
BHM,EWR,45.0,251,Fymjkjacbfg
BZN,PHL,45.0,292,wErf9fehhbm
GSP,PVD,45.0,180,sqlojjbefjn
HSV,LAX,45.0,351,sqhijjgiikl
DFW,OKC,45.0,385,jklpjkgljjk
ATW,FLL,44.9,162,5446eqyCBtm
BOI,OGG,44.9,415,idegmkooteq
CMH,HNL,44.9,533,nijhirgikkq
EGE,MIA,44.9,622,45323yLXS82
DAL,HNL,44.9,358,qiiigoefpir
BUF,HOU,44.9,238,xvnpnl89gdi
BOS,PNS,44.9,316,pmnpjjadhsi
IND,TUS,44.8,311,hefnjkfnnxi
BDL,DAB,44.8,141,okhljpkllma
GSP,SFB,44.8,48,mggullciijr
PGD,SPI,44.8,98,i60jkumwzhl
MCI,RIC,44.7,296,pkmrjnbehkn
BHM,SLC,44.7,365,kjlijnipngj
BOS,XNA,44.7,326,mmotli9cjln
OAK,SBA,44.7,178,ionosm6filn
BDL,GSP,44.7,193,mnlmokehhin
BLV,SRQ,44.7,64,jliiioiklmm
HRL,LAS,44.6,208,rlmklldqdii
IAH,PSP,44.6,368,a8acmplvzug
PHL,XNA,44.6,340,nilnjkbfipr
PGD,SGF,44.6,82,sj0mkqjkokm
ATL,OGG,44.6,769,sfiiiphkfnn
MSO,MSP,44.6,274,Lzkjdl9adcl
PIE,ROA,44.6,63,vhgpkofeilj
IND,PBI,44.6,322,hggmilmmonj
BOS,VRB,44.6,224,00000qvFIGz
SLC,TYS,44.5,356,njkmhlfgmkp
DAL,VPS,44.5,233,Dvrgda7bmhr
ONT,TPA,44.5,317,mhhimmhmkmk
OMA,SNA,44.5,296,sllmjkdiilk
SEA,SYR,44.4,387,AApjfj8abgm
ANC,BOI,44.4,341,Hwlifhabefo
BDL,CVG,44.3,262,vrmlgfbcgjt
ABE,MLB,44.3,78,lmijllhkmim
ANC,DUT,44.3,892,jijqhdfjivo
CAK,SFB,44.2,62,vmgijufggji
CKB,SFB,44.2,60,rjihlpijgjk
CHS,ORF,44.2,194,qonmghbijln
ITO,LAS,44.2,419,hhmskjgilll
SFO,XNA,44.2,364,okmnikbikjo
PHX,SCK,44.2,71,jjgpmqfjiil
SRQ,TYS,44.1,102,mkhnjjfhklr
BIL,SLC,44.1,301,jilnlkijkll
BFL,DFW,44.1,306,okkoqqec9jp
FLL,MDT,44.1,169,Ah89abarxsx
HNL,OMA,44.1,451,lifffmlptgp
HOU,JAN,44.1,199,hoprjkfikhk
HGR,PIE,44.0,74,zo0ljphjjkl
BZN,IAH,44.0,361,yplh9sfgmam
IAD,PSP,44.0,406,65699vsEKua
JAX,PDX,43.9,368,pllmikdgkln
CAE,FLL,43.9,148,Bshmildiij9
COS,HOU,43.9,225,mjfkjscbnoq
ACY,MYR,43.9,72,S/G912122he
DEN,SGU,43.9,259,hhllklelmon
MSY,OMA,43.9,273,uchojjgijpj
BNA,FAT,43.9,320,qiqrkm9eijm
MKE,SRQ,43.9,276,bcbefjfwJth
BHM,SEA,43.9,375,trqleh9cejw
DAY,PIE,43.8,70,kmlkjjklkil
CLT,EYW,43.8,358,fcafhoinwwm
MSY,SAV,43.8,221,gchnojhkrnn
MSN,MSP,43.8,301,lkqqkkfihjj
MCO,OAK,43.8,264,tgililfkipj
LAS,MRY,43.7,100,llglkjkjipk
ROC,SAN,43.7,303,qojmileliik
BWI,PIT,43.7,237,jlopklciikm
BUR,ORD,43.7,247,fdbefmqsspo
PHL,PVD,43.7,375,lourjfcdgjn
BZN,DTW,43.7,295,Azqe9demibk
DEN,SHV,43.7,282,nljkineljjn
BZN,LGA,43.7,363,jshffilolkm
PSC,SFO,43.7,225,omkkmogjgfk
MSY,PVD,43.6,267,jjivjjcilok
HVN,ORD,43.6,95,knifmo9bipA
BNA,PVU,43.6,104,nnmnmm3glmo
CLE,SMF,43.6,327,spnohlbcjhm
OMA,SFB,43.6,87,ye0olkjkkkt
JAX,SDF,43.5,283,lilqjifiimn
GJT,PHX,43.5,263,fghmmmhmnml
CLE,SNA,43.5,358,pommihgljih
EWR,ONT,43.5,322,lnijjpfgjnl
BUF,MSY,43.5,248,jfwphiekkni
DEN,GSO,43.5,300,uppronaccfh
BOS,GEG,43.5,351,vsoneibefjm
HOU,JAX,43.5,248,njjpkkainmm
SEA,TYS,43.5,390,uqplfg9dflt
ALB,MSP,43.4,314,qtqoiicdhgl
CHS,SDF,43.4,207,soqplj9cehp
OKC,ONT,43.4,262,oljmlkdhiko
DFW,SBP,43.3,327,ngipkldijmp
LAX,PNS,43.2,360,nihjjofjlmn
CVG,SMF,43.2,330,mjonkjcekno
SAN,SNA,43.2,298,nmijgiflqnj
AUS,XNA,43.2,283,eimqridnimj
PBI,RIC,43.1,233,bbjlklkprlq
MFE,SFB,43.1,86,Gj00fumimot
LAX,PWM,43.1,371,Bxnofeaeehj
CHS,ROC,43.1,156,olipijbhlom
BWI,PNS,43.1,252,npjlimcehpo
ABQ,HNL,43.1,430,qjiihnffkkt
COS,DCA,43.0,331,pnphcheiknq
MSN,RDU,43.0,254,qqjmijbfhjs
COS,PIE,43.0,79,mmikhjiklkn
DEN,HRL,43.0,192,ljhlkskllfi
PSC,SLC,43.0,307,mmlmkpgihlh
DEN,MTJ,42.9,188,knlkhmjpoee
MSN,SLC,42.8,318,loxkhhfjhhk
LCK,SAV,42.8,61,Akhohmcdjeo
