origin,dest,passengers,fare,season
ANC,SFO,82.2,335,WQq77b57a9s
PVD,SRQ,82.2,186,fedhgjmstui
JAX,SFO,82.1,385,pkmlhkeiklm
MDW,MEM,81.8,193,msonji9dhkq
DAL,MIA,81.8,235,ojfhjnigniq
PHX,PVU,81.8,96,lcalmignnso
AZA,RAP,81.8,88,nfglpuigpck
CLT,SDF,81.7,335,jinrlgdjjok
BUF,MIA,81.6,203,irgiohhmkmj
CVG,RDU,81.6,309,jklplgdjknm
GSP,TPA,81.6,197,mlkjigfpmoj
DSM,IAH,81.5,265,jjinkkgklkn
FLL,ROC,81.4,205,jjdfihjvupe
CAE,ORD,81.3,278,jhmpnldgjom
CLE,MSY,81.2,262,lhhpjjdkopl
CHS,SFO,81.2,374,nkllmicghqo
MCI,SNA,81.2,304,kjlkioilljj
CAK,CHS,81.2,110,rnfiggdinpq
ABQ,BNA,81.1,259,njmsljagkjo
GEG,OAK,81.0,181,uskjiiedikl
MSP,RNO,81.0,271,Cymhcddeijl
ORD,SGF,81.0,221,poookicegkm
ABQ,DCA,80.9,298,mlkjfmfllml
HNL,SAT,80.9,459,ujkggmgeljr
DSM,PIE,80.8,97,zpccgjgmpil
MCI,PNS,80.8,235,wsngba8cpmw
MIA,SMF,80.7,343,qfeglsmlklh
CHS,STL,80.6,251,slnkhfbejpr
MFR,SEA,80.4,166,qpomijehgjk
IND,SAT,80.3,284,lilomifkklk
LAS,ROC,80.1,288,kinpmifjkli
DAL,DFW,80.1,1018,hhknllflkmm
DAY,DCA,80.0,276,kkmkhgfkmon
ILG,MCO,80.0,100,mn9ejmjnvod
FLL,PBI,79.9,682,aa9fkvowvne
ONT,SAT,79.9,268,kggllohjmjo
MSO,SEA,79.9,193,pojllngighk
PNS,TPA,79.9,178,mmklkjhljkk
AMA,DAL,79.7,201,lpoolmdhgki
BHM,BWI,79.7,254,llklnmbgmml
BWI,ONT,79.6,291,ijhkipdenpr
BDL,SAN,79.6,360,orlnikdhhkk
CHS,CMH,79.5,175,smknigbfmmn
ANC,OME,79.5,297,kommiifhnkk
BTV,MCO,79.4,218,ihfllhirpog
PDX,STS,79.3,208,lmkkkkehjnn
EWR,JAC,79.3,561,rvh53opDu4d
RDM,SAN,79.3,230,prkkimfhjhi
BNA,ROC,79.3,134,nlnqjlbgilk
PIT,SAV,79.2,168,usmmjg7fjll
JAX,RDU,79.2,210,mklmjigkklm
PHL,SNA,79.1,369,onkhimhhkkn
LAX,XNA,79.0,343,ujjljjdfkkp
ECP,ORD,78.9,260,ggcf7b6hPDw
DEN,MSO,78.8,217,yrlmjjceffl
DSM,PGD,78.8,102,mdbciqtxuce
CVG,MSY,78.7,221,fcenklhpprl
BUR,MDW,78.7,274,kjikimglmmm
IAH,PNS,78.7,229,roklghfilkl
LAX,MRY,78.5,247,hmornifiikk
IAH,SAT,78.4,259,iiloilhnkkj
FAR,LAS,78.4,193,hfhmfmgmsql
CLT,SYR,78.1,307,pmnrlkadflo
PHX,RDM,78.1,298,iihjkmhnpkk
CMH,MSY,78.0,257,hhiskiemmpk
DFW,SRQ,78.0,276,phfjjoghmln
LCK,PGD,78.0,98,ndgmjogmwgh
DCA,GRR,78.0,277,nmlrkkcgiin
CLT,OMA,77.9,294,ojmpnlbdiko
GSP,PHL,77.9,327,jjlqmldfjmo
CLT,SRQ,77.8,313,jfelmmgmnpl
AVL,PBI,77.8,105,vnlsjkbfjfh
FWA,PIE,77.8,93,occqhmfnsim
GRR,LAX,77.7,324,zoilgoejfgi
PHL,SDF,77.7,395,njqqigbfknn
AZA,RFD,77.7,99,hjhoinilqhk
ATL,RNO,77.7,404,plkihmgmjkk
GEG,MCO,77.6,303,ihghillrlpk
BOS,ROC,77.5,263,mnnnkkcgjll
ATL,EYW,77.4,327,ngejjphjmom
LAS,LBB,77.4,269,ikmniqgljji
PSC,SEA,77.4,185,gijilxomjfg
FNT,SRQ,77.4,117,d25hjuiAJme
LGA,SAN,77.3,282,kmkkknggipk
HSV,ORD,77.2,215,ommnlkchhjn
OMA,TPA,77.2,286,nlkjglhmljk
BZN,PHX,77.0,232,ljlkhkjomji
AUS,IAH,77.0,257,hhoplmfnjlh
AUS,TYS,77.0,211,mkjymp9cihm
LAS,SYR,77.0,283,jkmniggionl
SMF,TUS,76.9,203,higonnhllkj
FSD,ORD,76.9,235,nmnmlheijkm
BUR,EUG,76.8,166,nlpjmlfhijk
MEM,MSP,76.8,344,qnlnlicfilm
AZA,SGF,76.7,95,xigsgtdcmdk
ATW,PIE,76.6,107,mdcdlyimpni
MKE,SLC,76.5,357,rommgiflkii
MCO,RNO,76.5,340,lggkhlklrnj
BWI,SJC,76.5,288,rqnlbf8bisx
LGA,SLC,76.5,270,lrmkbftrhfg
CLE,MCI,76.4,277,qnpphiagikn
BNA,SYR,76.4,163,qqltjiaaimm
AUS,TUL,76.4,226,ijnpmhckjmm
EUG,SEA,76.2,169,kmnkkihjilm
ANC,IAH,76.2,514,Hykddfcffhp
OMA,STL,76.2,261,knqpjhehhll
DEN,PVD,76.2,271,Cxrqhh9cadi
LAX,SYR,76.2,361,nsgjlmdgijo
OMA,PHL,76.1,253,vqqriiaafho
FLL,GSP,76.1,148,ne99kolstlm
DFW,MAF,76.1,284,jloniiejknk
GRR,RSW,76.1,290,999efrrExqc
MEM,RDU,76.0,230,klmomlbelkn
AZA,DSM,76.0,107,hecnplpovdg
EYW,PIE,75.9,48,pnimjhgjimm
PHL,TYS,75.9,325,kmnpmf9eios
MSN,SFO,75.9,355,npjnkleggkn
PHX,SBA,75.8,288,ikmsmhfkljj
BIL,SEA,75.7,222,qrnoikdfgik
DEN,HSV,75.7,330,nmkiikgklkn
ATL,DAB,75.7,275,njknkjglkjk
EWR,GSO,75.7,241,hkmpgidfiqu
LAS,MFR,75.7,133,pllpjmfgiil
OKC,SAT,75.6,252,kkonlkeiiml
CAK,JAX,75.6,76,cd8kjicpxvt
ILM,ORD,75.5,226,Etijcd8dlks
ELP,LGA,75.5,320,omkoktedhhl
DCA,EYW,75.5,303,dcafnnmpupl
EWR,ROC,75.5,183,hmmhmohiiln
LIT,PHX,75.4,275,iehnnmklmlk
CMH,SJU,75.4,288,jebeinlqumm
ABQ,BUR,75.3,227,mmqojlegiij
CLT,GRR,75.2,314,pkmpljcghko
AUS,RIC,75.1,306,jhjpmodhllm
DEN,SGF,75.1,257,tnmmiighhhl
DAL,JAX,75.1,226,kjhlklfkjmp
DCA,MHT,75.0,244,onkojjdgjmm
DCA,LIT,74.9,320,lhjkkkckomp
ABQ,IAD,74.9,317,rporkc79omn
IAD,TYS,74.9,192,mmflmncilmm
LAX,PVD,74.7,269,vzlkhkceehk
BOI,ONT,74.7,209,hhfhfikppns
OKC,TPA,74.7,279,mjilkmhjijo
CMH,MCI,74.6,288,llookjehill
MSP,PBI,74.6,329,ccabjvqyCi9
CID,PGD,74.5,106,kecdhppAvdg
LAX,MSN,74.5,311,orikkjdhjip
BHM,PHL,74.5,337,ljjsnkdghmn
IAH,MFE,74.4,249,ilqthlgjhhi
IAD,STT,74.4,403,mb26kxqpspn
EWR,MEM,74.3,285,nopqrk79anq
COS,ORD,74.2,256,prpmilbefip
HNL,MCI,74.1,470,olfhhjjlnhr
ATL,MSN,74.1,371,lllolkdgjln
BUF,MSP,74.0,249,RImkcd8bcbf
PGD,PIT,74.0,94,pecitqjjkik
ECP,IAH,73.9,254,Bqjlheadlhq
DFW,PVU,73.9,168,njhllpijikj
MSY,SJU,73.9,253,pgfikokjlim
MDW,PDX,73.9,218,Axvlde9bfhi
CHS,SAN,73.9,356,nhjljjdjlpn
AUS,DSM,73.8,161,lkkolifiinm
PHL,PNS,73.8,273,spjogg9aevs
CVG,PDX,73.8,263,xvuqef8adhn
AUS,BDL,73.7,314,mjlslldgjjm
ALB,MYR,73.6,131,xBkkff4eiml
VPS,XNA,73.6,95,Mxrnba89bds
DEN,DRO,73.6,223,klmpkmhiihj
LAS,SGF,73.4,195,oikpijiikim
KOA,SLC,73.4,439,kgdihponmoj
CLT,ROC,73.4,269,sootkhbefii
ATL,PNS,73.4,276,nmnnhieijlm
JAX,PVD,73.3,179,opjkijghkkm
ATL,MLB,73.3,285,kijllmgmklj
GSP,IAH,73.3,344,kkjmijehloq
BNA,HNL,73.2,537,pggnfoggmit
DEN,RDM,73.2,233,trolhkcfhhm
ABQ,MCI,73.2,250,llotihdikil
CID,LAS,73.2,183,jhksihjjqji
CLT,PWM,73.1,289,Cusref7aeen
GRR,TPA,73.1,257,egdhfkiuxve
DEN,SBP,73.1,257,mjimklghjko
CLT,ONT,73.0,321,nikolpbgjmm
PIT,SFB,73.0,79,shacipckqpr
BTV,DEN,72.9,332,zussie9bcdm
JAC,SFO,72.8,333,IBp94hirh6g
ALB,PHX,72.8,345,njmpikdkilk
BZN,SAN,72.8,222,roihcihmpjk
MIA,MKE,72.8,273,bhefimsyuge
JAX,SLC,72.7,377,jgijhojopjl
IAH,ICT,72.7,260,lklplkgkgkk
DAL,HRL,72.7,207,klnolkeiijm
DSM,LAX,72.7,263,iidlmmhkmmp
FLL,LEX,72.6,135,tggkjmikill
RSW,SFO,72.6,425,gddfjymqnlh
ITO,LIH,72.6,128,opiljjhmhil
SBA,SMF,72.6,208,jlmpniejjkk
SFO,SJC,72.6,477,jjlmkifmljl
HNL,TPA,72.6,540,qhgiiniiljp
RSW,SEA,72.5,347,ligchqinmql
BOS,SJC,72.5,285,qtllgfcmgho
BUF,SFO,72.5,305,zwnnffadeho
SAT,SNA,72.4,302,kglmknhimkl
HNL,STL,72.4,495,qhjihlkikjp
CMH,SAT,72.3,288,kmlqimdjkkk
PIE,SYR,72.3,106,rpekklcpqhc
JAC,ORD,72.3,341,EBwf5fhkj5g
DCA,HNL,72.2,624,onhhelkjlnl
SFB,USA,72.1,50,mhjoktaakmq
DAY,ORD,72.0,219,ikopnkfihjk
BDL,MDW,72.0,232,uusrlj67ehk
MSN,TPA,71.8,206,ihdiinkqomk
AZA,BIL,71.7,84,ldfjmtklmij
BDL,ORF,71.7,139,utkkihcehjp
PIE,SGF,71.7,80,Fqijjnbcgdn
ATL,COS,71.7,339,onkmlkbhgko
PIE,PIT,71.6,86,Grcfkpdeffk
ALB,SRQ,71.6,174,cb8kkmjvrtl
DCA,TUL,71.5,309,lgkkjkbimpr
ALB,PGD,71.4,109,dcchiumvltf
CVG,IAD,71.3,224,llkoolbekmm
CAK,RSW,71.3,149,if9ilmlorpk
BOS,DSM,71.3,205,stqsjk779lp
FWA,SFB,71.2,95,negwioknkdh
BIL,DEN,71.0,234,lnmlkkigijl
CID,DFW,71.0,367,jikokldilmp
ATL,JAN,70.8,318,nknpkkflhji
MCO,TUS,70.8,320,iejljmjonkk
GRR,IAH,70.8,288,qljmilfijkl
COS,SAN,70.6,217,jigplmdhlmq
MCI,VPS,70.5,195,Hvgga85ajoB
HNL,RDU,70.5,529,qliihphfkko
SEA,SJU,70.4,415,mkideoimjnr
BNA,VPS,70.4,242,nmsDea7chop
BHM,CLT,70.3,390,himskhejlnk
BNA,MYR,70.3,226,tnmrge7dknp
ELM,SFB,70.3,90,qidkenbspof
FAT,SLC,70.2,279,mjjnklejiom
IAD,MCI,70.2,304,ljkoklcghmq
BUF,SJU,70.2,231,khdfghlkosv
BOS,MSN,70.1,293,nsmrmibdfjl
DCA,SNA,70.1,387,kmlkikejlnm
IAD,PWM,70.1,247,Dzqrif678dq
BOS,HOU,70.1,231,omjvildcijn
HSV,IAH,70.0,265,njjmllekkkk
MCI,OAK,70.0,288,oppropbcegh
LAS,STS,70.0,190,qmihffceivx
LEX,PIE,69.9,69,Ekioimbdffn
BOS,OMA,69.9,308,tqpuih9aekm
ORF,SJU,69.7,261,jeedgnljmvt
MDT,PIE,69.7,89,phekjpljhkm
MRY,PHX,69.6,281,nkhlkjglnll
ATW,DEN,69.6,213,Crqpehbdbeo
AUS,HRL,69.5,158,klnpkifjhkm
BOS,RNO,69.5,389,rsolegdlkgi
PDX,SBA,69.5,218,onknlkegikl
EYW,TPA,69.4,97,kifgjokioon
ATL,BOI,69.3,413,okkmknchjjn
PHX,SAV,69.3,340,peknjidiool
CLT,HNL,69.3,526,pjihhnghior
BIL,LAS,69.2,155,ihgpiwhilji
BHM,HOU,69.2,250,kjmnmkcknlj
MSY,OAK,69.1,245,lhlpkickkpk
BHM,DTW,69.1,354,sqlqiibghik
SJU,STX,69.1,97,vq69nnjmllj
FAT,ORD,69.1,288,uqpnfjbceiq
RDU,SMF,69.1,327,plhnmodghjn
DFW,HSV,69.0,454,kiklkkfmnmj
DEN,ROC,68.9,267,tqplhkfdfhn
CHA,DFW,68.9,356,jhkqljejjmn
FLL,OMA,68.8,262,edbdfmoquor
BNA,HVN,68.7,92,sqkmkg4empo
AUS,OKC,68.7,255,ijpplibkipm
DAL,MKE,68.7,253,roromkbdfgm
ORD,TVC,68.6,215,DApngfbdbdi
BNA,TUL,68.6,243,kjoqkickkml
HOU,MSP,68.6,183,Gwkniiabjfd
DAL,SDF,68.5,211,ljjnmiehjnq
DSM,FLL,68.4,178,hb7kkmptslk
ALB,BWI,68.4,246,nqpqkjbfhfo
GRR,SEA,68.4,330,CCrkdhaabfk
PHX,XNA,68.4,341,gfinlkhnokm
JFK,RNO,68.4,331,CEcaamcqw8b
ABQ,SAT,68.4,263,nmkqhjeiljl
BLV,PIE,68.4,76,ukglipiikbm
MEM,SEA,68.4,356,uqmphiabfhr
DCA,VPS,68.3,283,mlhjlmcfooo
ILM,TPA,68.2,130,hgfhjlhmorp
FLL,USA,68.0,55,rhcfmscaopt
ROC,USA,68.0,70,bdikmscioqt
RSW,SLC,67.9,378,fcacfrmuxtg
BTV,TPA,67.8,201,kigkilkqong
ORF,SAT,67.8,292,ojlkkodejlo
BOS,VPS,67.7,218,ffaaab8crYH
GUM,SPN,67.7,222,onhhjojjlhl
DCA,SYR,67.6,247,hlookjeilnk
DEN,MAF,67.6,308,lmlnjmfijil
PHL,PWM,67.5,324,wyqqie9cdgk
BTR,DFW,67.5,344,ghmqligmjll
ATL,OAK,67.5,246,rmjoknffejm
KOA,SJC,67.4,311,pkijlq9jloi
LEX,PGD,67.4,82,mcfoixiknhh
RIC,RSW,67.4,206,iffjklknsmj
MEM,SAN,67.3,320,oiknkjegmko
CMH,PDX,67.2,317,uqrohibcghn
CLE,SAT,67.1,292,mjkokmehlkl
LGA,SJC,67.1,266,uxqljkb9bhm
ANC,OTZ,67.1,291,lmjjkkhgonj
CLE,PDX,67.1,323,vunnikacfhl
DCA,TUS,67.1,371,hhkkimgnonl
LAS,PNS,67.1,333,iiknhkhmnll
ORD,STT,67.0,461,c957evwxJkb
IND,SMF,66.9,326,ukithkbfgln
RDU,SDF,66.9,214,kknqih9jkon
DAL,SEA,66.9,232,Evqa8a55sqt
GSO,PHL,66.9,304,jjkrkicilpl
TPA,XNA,66.8,187,hhkmmljlkin
DTW,OMA,66.8,340,mlqqjicgijm
EWR,PSP,66.8,482,97beboprBFd
LCK,PIE,66.7,79,Hteifiadmdo
MCI,STL,66.7,268,jlsqijdhjlj
MSP,SJC,66.6,434,vrqqigbbfgo
SAN,SJU,66.6,366,msjfiljimli
DSM,SNA,66.6,164,nlkkimhjkjm
ICT,SEA,66.6,268,vsmlgibdhln
ECP,MCI,66.5,249,Askhb87bqlz
ALB,LAX,66.5,387,wsjmhldefjk
HVN,SRQ,66.4,109,cfaaqvnqtof
HOU,LBB,66.4,226,ejjmjidjoso
CID,SFB,66.4,100,ngdkmrkpodj
PIT,SAT,66.4,311,kjjrlmegllk
RIC,SAN,66.3,364,pikljkfjknm
RDU,SYR,66.3,186,nspsjjcefgk
MDW,SLC,66.1,279,tqpmfhgiifj
ILG,RSW,66.1,108,fdbakjmptst
SNA,STL,66.1,331,jkiilkghpno
PWM,RSW,66.1,221,dchkmjjsure
SJU,STL,66.0,321,mdaegqorujj
ATL,DAY,66.0,313,nmmmjkfjjij
GSO,MCO,66.0,224,mkjljiillil
MDT,PGD,65.9,98,mfdefwitskf
ILM,PHL,65.8,280,nnjnlkcfjnn
DAL,MEM,65.8,209,jmmiklcijoo
BZN,PDX,65.7,209,qtmmindigfi
DCA,HPN,65.6,373,igpskidhjmm
LAS,SAV,65.6,375,jglokhijlnl
BNA,PWM,65.6,246,vuxCfc78aem
PVD,VRB,65.6,136,hfhjomhmqpe
RSW,SYR,65.6,218,jhdikjlqqnj
MIA,SAV,65.5,293,ebcoppmpklk
LAX,SAV,65.5,413,ohimklfilnm
AVL,LAS,65.5,187,liknjjfjknm
DTW,PNS,65.4,237,snkndh9hppk
HOU,PHL,65.4,207,qoiokrbelfk
GRR,MIA,65.4,285,9abdjosCqoi
ATL,ICT,65.4,347,kjlmomeikll
JAX,MSY,65.2,251,hfgolnimmmi
AUS,RSW,65.2,295,gddjloiorom
CLT,HPN,65.1,324,kinpnnbejmm
ATL,ECP,65.0,292,ronofdbhgpp
BOS,ONT,65.0,292,xpmlghacinn
LCK,SFB,65.0,73,rlilitfdncn
SAN,SBP,65.0,184,klknjhiljll
DAY,DFW,64.9,387,kkkklneilmm
HTS,PIE,64.9,56,Kxiiihaddbp
CHS,DAL,64.8,224,mkmnjidemlp
BHM,MDW,64.8,238,rrstmi7afgk
BOS,TUS,64.8,378,hhlojmgkmnj
AUS,OMA,64.8,259,lglolleijnm
CAK,MYR,64.8,77,Avmqcd28kix
BDL,SEA,64.8,404,xApkfhabdgm
MFR,PHX,64.7,279,jjgmmlflokm
ANC,BRW,64.7,269,mokljpghkji
ALB,SFO,64.7,387,vtmlhkcffik
MSP,OKC,64.6,358,mmnmjidfklo
CHS,HPN,64.6,151,opfhfhfjlos
CID,PIE,64.5,90,ugfflmoqhhg
HOU,SEA,64.4,267,Bzsickabdfk
ABQ,MDW,64.4,260,srsskjaddgj
BDL,IAH,64.4,322,mnlniiehimp
ROC,RSW,64.4,241,cdbegfnEAre
DTW,TYS,64.3,329,lmknjhbhmop
IND,SNA,64.3,343,plkmgmghjkm
BDL,CMH,64.2,197,oonrmjbchjm
MCI,SJU,64.1,299,kdcfilpptlm
MCI,PIT,63.9,294,llorijafion
HVN,SJU,63.9,148,no0ahmknprs
RIC,SEA,63.9,375,xtolfibcfin
IAD,SDF,63.9,228,vmnljjbghin
PHX,ROC,63.9,293,ngjlhjilnlm
MKE,SFO,63.9,323,srnnkicfghj
MSP,TYS,63.9,302,xsmojg8djjk
AUS,BOI,63.9,284,nlknklfhjjm
DEN,FCA,63.8,263,Dzpjfibeccj
FLL,PBG,63.7,122,te0gfFprjkf
MIA,STT,63.7,393,hc9ehmpqpsp
SFB,SGF,63.7,97,xnjmkoecidn
SDF,SFO,63.6,329,pnpolm9cdlp
BUF,IAH,63.5,275,tnlmkgacgls
PIA,PIE,63.5,85,uiehgnjlogl
MDW,ONT,63.5,302,sonpjkcgghk
COS,IAH,63.5,306,ronpjlegggh
MSP,MYR,63.5,228,tteha97arwA
GRR,SAN,63.4,316,pmllilfkhkk
MDW,PVD,63.3,225,yFyrde54cfk
DCA,SJC,63.3,276,rqlkllbegjn
SEA,TUL,63.3,303,trnheg9bjnx
PDX,PIT,63.3,325,ttrohiabehm
PHX,PSC,63.2,292,fefijijutnk
DFW,MYR,63.2,269,ymkmif9dijs
COS,SAT,63.1,230,klljlsfgkjl
HSV,IAD,63.1,282,lmlkkkdinll
MKE,STL,63.1,251,kotoigdhhkm
PIT,SJU,63.1,270,ihcfjmoqskj
BHM,BOS,63.0,338,omntlhabhnn
BWI,VPS,63.0,260,rxoo796aovr
CHS,IND,63.0,248,tjlpjfafhms
EWR,ILM,62.9,246,gkknnqedfor
DCA,ROC,62.9,218,lklqkjdgkln
SAN,TUL,62.8,267,nhhlhidhqoq
FAR,ORD,62.8,256,oqmojicgijm
LAS,MSN,62.8,314,fglnhikkopl
MYR,SWF,62.7,86,yAepmgacgfl
DEN,MYR,62.7,280,Ernlef7ehip
BWI,GRR,62.5,239,ssplliacgjm
FSD,PHX,62.5,293,eghkmjmsrjg
COS,MCO,62.5,310,nhjmjoijikk
LAX,TYS,62.4,355,ljjlmmcelnp
DTW,IND,62.4,346,ijnmkgellom
LIH,SJC,62.3,319,vnonoo76enk
MDW,SAV,62.3,215,Dpekii8dnll
AZA,MOT,62.2,100,ddbflyqtrgf
BDL,SAV,62.2,187,mklnkhdhkrm
ATL,BTR,62.1,339,kllpnkckilk
PBG,SFB,62.0,106,jgefeAgzmie
BOS,OKC,62.0,358,ooouih9chiq
BUR,STL,62.0,296,omnnlpdfflj
BNA,BOI,61.9,308,nknojjchgkp
FLL,SMF,61.9,343,hdeinonqnng
SAV,STL,61.9,257,ulkkhdbfmpq
CAK,PGD,61.9,91,tgegfnfqugk
PHX,PNS,61.9,312,kfkmklejnnm
FCA,MSP,61.9,277,ZNlf8cbeb7a
KTN,SEA,61.8,288,GEneffbcegh
ALB,RSW,61.7,254,db7dfkqAysi
AZA,MSP,61.7,158,003ruolxGB3
BOS,DAB,61.6,204,46657tnyzAz
EUG,SNA,61.5,166,pgdqps9akqm
AMA,DFW,61.5,257,klnpiigljkj
FCA,SEA,61.5,223,pwpkgihjffh
LAS,LEX,61.4,210,qgbnjlgkomn
RFD,SFB,61.3,86,qifkhsgjmfn
ICT,MCO,61.3,286,igjmklinjmn
FLL,XNA,61.3,174,thabjplknnl
PAE,SNA,61.3,239,lnkkhkkkkkk
OKC,SMF,61.3,297,nknnlldfhko
HOU,SAT,61.2,228,jqtshkgifgf
LAX,PAE,61.2,205,kmhhhhluoii
MCI,ONT,61.1,288,jihonpfjikm
CHS,ISP,61.0,118,tvjnikacgip
GSP,LAS,61.0,380,ghomkhijonk
AMA,LAS,61.0,258,iikmisemlkj
CHS,HVN,61.0,78,qshjjh7dnsn
AUS,MAF,60.9,188,uruwkdagdee
BHM,LAX,60.9,400,lijnlsfgjkl
MSN,PHL,60.9,342,sslqjiabelo
MIA,OKC,60.8,314,mkghklikmip
HOU,OMA,60.8,253,ojinllciohn
CVG,PBI,60.8,180,nb8bgrkpvnp
AUS,SDF,60.8,292,jgpujgdfjql
ALB,DFW,60.8,344,snmtnn9dfdm
AVL,MCO,60.8,133,ogjmijijnjo
JAX,SAT,60.8,299,lijmlnghlkm
DFW,DRO,60.7,329,pmlkflhoodh
SGU,SLC,60.7,249,fgjmlkjnlmm
IAH,TUS,60.7,309,edfjkmiosrm
BUR,LAX,60.7,521,ihhllnhmmmk
PSP,SLC,60.7,356,99cjnlqxwlf
GRR,JAX,60.7,138,ikikjjhomkm
PNS,STL,60.6,240,zwqlbc8bmin
DFW,JAN,60.6,338,nknmikemilk
GSP,LAX,60.6,313,pmnpnpcdegn
PBI,PHX,60.4,393,lijmlkiknli
AUS,ORF,60.4,309,nmlmmlcgiln
CLT,OKC,60.4,338,khlrnnbegkr
SNA,TPA,60.4,370,skijjlhkkjj
PWM,RDU,60.4,195,xxpoig9aefn
BUF,SRQ,60.4,260,a98hkhkwsBm
AUS,LBB,60.3,258,gjoslidohlj
DTW,GSO,60.3,254,jmlpjmciiln
DFW,SGF,60.2,382,lknolidikmj
KOA,MSP,60.2,477,edaeelAyFf9
PIE,SBN,60.2,82,qreeelcjrol
BNA,RNO,60.1,318,plongifikim
SLC,TUL,60.1,313,tnknjiggiik
CHS,SLC,60.1,359,pihjhlfnmnl
PIT,VPS,60.0,165,KDmj8747ctt
PHX,PVD,60.0,292,lkpqgjdihok
ABQ,SMF,60.0,260,npnqijcggkl
BDL,PIT,59.9,190,loopjidfjlm
AZA,SBN,59.9,100,lgiyoqeghfi
BLV,SFB,59.8,86,wjgggpeeohr
EWR,VPS,59.8,149,wtirjp6bhjh
PGD,SDF,59.7,86,idfnllknril
ISP,MYR,59.6,133,wyoti5345mI
DAL,SFO,59.6,209,eediik99zBy
IND,SAV,59.5,223,piioed9frsu
ANC,MCO,59.5,438,xngggkhilgo
SPN,TIQ,59.4,72,knjkilirncj
BUR,MCI,59.3,257,pkkmoohijhg
BWI,DCA,59.2,0,kgkokkafpor
ATL,LEX,59.2,362,hllvkidjimk
SFO,SYR,59.2,391,ptjmimdfgkn
AZA,GRI,59.1,88,mefljrhpshf
ILG,TPA,59.1,93,ghfboogovqg
BOS,GSP,59.1,301,kopuhgaeilo
CHA,LGA,59.1,317,gflsqsabjmp
AUS,BHM,59.1,292,iikqliekjnl
CHS,MCI,59.0,290,skmohjafkno
DCA,ECP,59.0,298,oogihhafosp
ORD,ROA,59.0,245,jmnqmlafilm
HOU,RNO,59.0,247,pkgifmijqqg
PHX,SYR,58.9,331,nmjmilfjlkk
ABE,MCO,58.9,120,okikjkfklmk
AZA,PSC,58.9,93,mffgrzgfmii
PAE,SAN,58.8,235,mlimjmjkjjj
DAY,DEN,58.8,274,olokilbglkn
DFW,FSD,58.8,319,ljjrlnehkim
SRQ,SYR,58.8,166,la4jmqlvpoi
CAE,DFW,58.8,394,iijmkiejlsm
IAD,JFK,58.7,175,lmpnmidhgkn
DTW,MSN,58.7,324,jklunhdjhll
BNA,GEG,58.7,298,smkpjkdgfin
PHX,STS,58.6,291,hghmlifkpop
DFW,LEX,58.6,449,iikrkidikpm
EYW,LGA,58.6,349,6646lttxxzi
ANC,ATL,58.6,548,Ivlediacecv
BDL,MSY,58.6,281,hfgrjieimrq
DCA,ELP,58.5,322,llikhqegnkn
LAX,ROC,58.5,331,mnjkjjfjkkn
BUF,SAN,58.5,306,sqmohhchjik
DEN,PIA,58.5,181,spqpmpcbcdk
ATL,ILM,58.4,296,jklpkifjilo
PNS,SAN,58.3,325,mijlknekjmm
MDT,SRQ,58.3,140,jb3kkjgvBqj
DFW,HRL,58.2,237,llormjeijih
AMA,AUS,58.2,212,jmopliejikk
ASE,ORD,58.1,367,moke5roCz74
PVD,SAN,58.1,301,noomikeghkm
GSP,MIA,58.1,308,hgckmllpmlm
MIA,ONT,58.0,285,qkhhikjjlnk
IND,VPS,58.0,153,ohgTb55dnor
DAL,PDX,58.0,213,qsnfcf99rss
HSV,TPA,58.0,186,omfiikdgols
DTW,SDF,57.9,385,lnonigfiiml
PGD,PVD,57.9,113,mhelhqeknql
HVN,LAL,57.8,85,fgecgjdmuvw
LGA,SYR,57.8,234,kotrijdgfjk
BUR,LGA,57.8,231,nrnljjifglh
PIE,RFD,57.7,88,ooghfjfgppp
DFW,ICT,57.7,373,ijmnkigmjmk
JFK,RIC,57.7,205,opmnmrceehk
MHT,TPA,57.6,263,kjghoqhpimh
CVG,SJU,57.6,285,lfbdipomslm
COS,SNA,57.6,146,nnckjnhknkk
HSV,LGA,57.6,280,klipmldhjlo
MYR,TPA,57.6,150,jfgmkihlmrp
DTW,HPN,57.6,305,nqlplmcefkk
ALB,PIE,57.5,98,opfgijcthrh
CHA,LAS,57.5,252,mdeqlkllpod
LAS,PVD,57.5,302,hmmrikehhom
LGA,ROA,57.5,256,hmlpnlbglln
CAK,SAV,57.5,91,Bqjjeiadjhs
DFW,SBA,57.4,391,pljnlmahlkm
MKE,RDU,57.4,255,spmoikcehkl
GEG,HNL,57.4,391,hhcghnqpmmk
PIE,TOL,57.4,81,pighgjfjwmk
PIA,SFB,57.4,85,mhfekrmhqhl
ISP,USA,57.4,66,ddkeoqbhjxw
BWI,ISP,57.4,266,wvoohhaafgp
MFR,SAN,57.3,187,xqllikegghj
LGB,MDW,57.3,264,yspsnm53fhk
ATL,GEG,57.3,400,tnmiikbfjln
SDF,VPS,57.3,111,umvKec23gip
ABQ,TPA,57.2,288,mhkriofijim
ORF,SFO,57.2,377,rpmjilcehmn
SJC,STL,57.2,299,rplkmlcdjlk
MSP,RAP,57.2,261,Cwpnhhbcdfg
CVG,MYR,57.1,106,OAnub5356lv
OKC,PHL,57.1,327,nkrlkjcejkp
